video_name,video_path,frame,second,nose_x,nose_y,nose_c,left_eye_x,left_eye_y,left_eye_c,right_eye_x,right_eye_y,right_eye_c,left_ear_x,left_ear_y,left_ear_c,right_ear_x,right_ear_y,right_ear_c,left_shoulder_x,left_shoulder_y,left_shoulder_c,right_shoulder_x,right_shoulder_y,right_shoulder_c,left_elbow_x,left_elbow_y,left_elbow_c,right_elbow_x,right_elbow_y,right_elbow_c,left_wrist_x,left_wrist_y,left_wrist_c,right_wrist_x,right_wrist_y,right_wrist_c,left_hip_x,left_hip_y,left_hip_c,right_hip_x,right_hip_y,right_hip_c,left_knee_x,left_knee_y,left_knee_c,right_knee_x,right_knee_y,right_knee_c,left_ankle_x,left_ankle_y,left_ankle_c,right_ankle_x,right_ankle_y,right_ankle_c,final_class,seq_id
21.mp4,S2/ADL/21.mp4,36,3.6,880.6524,466.0751,0.6498,883.3411,445.5604,0.1416,881.7985,450.5664,0.6761,873.3286,397.9644,0.0993,883.2754,409.1106,0.7523,829.7533,360.866,0.8661,836.8951,385.3923,0.9967,832.8754,484.4845,0.5466,836.9618,531.5238,0.995,893.9067,608.8522,0.7001,882.0584,645.9667,0.9863,646.2965,338.0464,0.9837,658.4503,346.0085,0.9966,677.8795,473.1423,0.9868,721.2758,504.9634,0.9973,651.8663,609.3401,0.9631,693.3604,651.5823,0.9861,Non-Falling,64
21.mp4,S2/ADL/21.mp4,37,3.7,891.8201,472.5963,0.6782,896.7355,451.5711,0.1325,891.7646,456.2195,0.7135,890.1816,405.2338,0.0802,892.152,415.685,0.7716,845.856,369.9094,0.8652,845.9301,394.305,0.9979,850.7932,499.1278,0.5654,847.9969,544.6206,0.9975,898.3075,633.4821,0.7459,889.475,660.838,0.993,649.8606,337.9048,0.9855,657.4139,344.5589,0.9976,676.5566,477.9349,0.9857,723.5141,509.0851,0.9976,654.9089,613.0511,0.9529,697.1945,654.8923,0.9846,Non-Falling,64
21.mp4,S2/ADL/21.mp4,38,3.8,883.2831,482.4287,0.657,887.1146,459.813,0.1291,882.0141,467.7849,0.6121,888.6971,410.6523,0.0743,887.4424,429.4569,0.6301,854.3268,370.3159,0.9103,844.91,405.1859,0.997,869.3842,476.5825,0.8013,848.91,550.771,0.9975,904.1374,556.6688,0.9131,892.4225,658.2796,0.995,657.4327,333.9394,0.9914,659.3044,345.4423,0.9978,677.4878,467.4435,0.9899,725.3254,509.3777,0.9975,652.8478,596.6526,0.9535,698.6302,655.9207,0.9796,Non-Falling,64
21.mp4,S2/ADL/21.mp4,39,3.9,881.5027,496.1589,0.6732,885.0038,472.7604,0.1372,880.0408,482.0752,0.6939,886.3142,420.5346,0.0702,886.0224,442.3677,0.698,852.6771,374.1243,0.8293,847.342,416.3358,0.997,868.9901,476.1475,0.5569,856.1245,562.7947,0.9971,910.1635,568.8281,0.7797,895.2532,667.1599,0.993,656.0401,333.4637,0.9815,660.1199,347.5271,0.9968,682.5438,468.4662,0.983,727.9401,512.8041,0.9971,655.8876,599.4894,0.9445,700.1409,656.1274,0.9813,Non-Falling,64
21.mp4,S2/ADL/21.mp4,40,4.0,879.8723,503.8709,0.6679,885.7729,484.5723,0.1172,878.9697,491.6834,0.7706,884.6728,433.3492,0.0747,885.4567,448.9135,0.8415,849.7411,378.0076,0.7783,842.9854,404.3126,0.9985,842.4258,513.2449,0.307,842.7454,558.8407,0.9984,896.6367,643.6537,0.4605,892.059,672.5459,0.992,638.5953,323.0275,0.9584,642.0669,329.2991,0.996,676.068,479.2195,0.937,720.028,507.0868,0.994,656.5962,605.7341,0.8177,709.287,639.9343,0.9551,Non-Falling,64
21.mp4,S2/ADL/21.mp4,41,4.1,883.8082,499.9381,0.6129,887.2751,476.5553,0.1136,882.4938,484.4947,0.577,889.4087,429.7323,0.0694,890.447,448.1309,0.6291,861.8553,393.7526,0.8966,850.9638,418.4993,0.996,881.6371,515.7339,0.7821,853.7313,556.5977,0.997,926.1893,625.3683,0.9008,890.7026,667.2228,0.9943,661.6484,335.7451,0.9859,662.2297,342.1764,0.9963,683.0333,471.1468,0.9804,725.4958,505.5339,0.995,657.9612,600.442,0.9106,696.4249,649.2915,0.9594,Non-Falling,64
21.mp4,S2/ADL/21.mp4,42,4.2,885.4933,504.5864,0.7516,890.444,482.3635,0.1767,881.6657,492.746,0.7089,902.317,432.9074,0.0843,891.0935,457.6058,0.6775,880.0882,390.8409,0.9408,850.8353,418.5832,0.9985,890.0623,510.6066,0.8648,842.3148,554.8679,0.999,927.4763,595.8679,0.9403,885.7886,660.155,0.9976,655.523,326.3965,0.9939,645.0695,333.6615,0.9986,677.6019,478.3542,0.9889,723.535,513.3673,0.9977,662.3387,600.2214,0.9266,713.0911,648.8727,0.9711,Non-Falling,64
21.mp4,S2/ADL/21.mp4,43,4.3,881.955,512.9373,0.6698,887.2551,493.0022,0.1118,880.4437,501.6818,0.7669,887.0646,442.0068,0.0677,886.7325,461.2632,0.8341,856.2015,387.4211,0.7967,842.2014,417.6607,0.9987,843.1249,517.626,0.3604,837.9053,565.2886,0.9988,889.2025,648.5818,0.5357,887.3889,669.1354,0.9944,642.1632,326.4069,0.9684,640.7825,334.0182,0.9971,676.7402,481.8699,0.9486,715.3958,512.389,0.9952,655.8168,605.4727,0.8354,710.2963,640.5843,0.9604,Non-Falling,64
21.mp4,S2/ADL/21.mp4,44,4.4,883.0912,510.4843,0.6512,888.6201,491.3445,0.1333,881.7765,498.698,0.7537,889.5471,441.3421,0.0913,890.4747,458.3291,0.8124,854.6517,387.9483,0.7157,846.4902,414.9313,0.9981,837.1532,515.4899,0.2043,836.2432,560.1685,0.9974,892.4861,643.837,0.322,888.6703,672.2877,0.9867,645.058,329.892,0.9537,647.9454,337.0095,0.9959,676.2231,487.7013,0.9496,719.6389,517.6477,0.9955,657.0389,610.1252,0.8812,713.4686,646.4886,0.9736,Non-Falling,64
21.mp4,S2/ADL/21.mp4,45,4.5,876.4135,505.1841,0.6769,883.5507,486.8327,0.1923,874.9443,492.006,0.7168,889.6553,441.0792,0.1302,885.7559,453.6192,0.7135,859.9293,390.479,0.7784,841.024,409.9251,0.997,844.3983,513.1223,0.2938,828.1385,549.7392,0.9953,892.6016,619.9093,0.4201,879.5643,655.5117,0.9805,652.6755,323.9305,0.9692,648.6858,327.2271,0.996,677.6891,485.5123,0.9741,718.4879,508.3069,0.9967,654.9763,610.8928,0.9376,710.3566,641.1431,0.9831,Non-Falling,64
21.mp4,S2/ADL/21.mp4,46,4.6,875.5994,502.272,0.6629,880.7674,483.6675,0.2203,874.2206,490.9935,0.6636,884.4348,434.4246,0.1542,883.1598,451.9434,0.6099,857.1246,372.1304,0.7707,837.8202,409.0376,0.9944,858.0147,463.1765,0.3129,822.0709,543.4299,0.9894,908.1682,538.032,0.4524,866.7208,624.9841,0.9653,652.3912,318.4685,0.9708,649.9106,329.079,0.9949,676.2203,479.9967,0.9807,723.9426,511.0936,0.9966,651.2499,603.5576,0.956,714.1628,637.232,0.9855,Non-Falling,64
21.mp4,S2/ADL/21.mp4,47,4.7,875.1293,504.0256,0.7074,881.0474,485.1387,0.1844,873.1469,493.1722,0.7844,883.9203,433.2111,0.1056,881.2902,452.5258,0.7843,852.263,363.3945,0.7065,835.4639,410.5461,0.998,837.5123,448.3055,0.1898,819.049,552.3611,0.9966,892.1906,541.8848,0.3274,868.5792,649.0673,0.9843,650.6722,314.4106,0.9666,648.7594,329.6357,0.9969,678.1331,480.0221,0.973,724.4788,515.6733,0.9975,649.6295,606.3477,0.9403,715.4068,640.1522,0.9871,Non-Falling,64
21.mp4,S2/ADL/21.mp4,48,4.8,870.736,501.5941,0.6762,876.6597,482.6325,0.1353,868.8909,488.806,0.753,875.9,434.8279,0.0822,873.9703,448.9969,0.8111,845.2065,376.6866,0.8107,828.3454,408.5057,0.9986,827.9999,483.3148,0.3453,815.1234,549.5386,0.9982,876.6674,580.0888,0.503,861.2166,646.9349,0.992,658.0569,319.6154,0.9842,655.1969,328.8107,0.9984,683.2693,483.1595,0.9845,720.7817,510.9974,0.9984,655.1219,610.3821,0.9556,709.5638,641.4852,0.9898,Non-Falling,64
21.mp4,S2/ADL/21.mp4,49,4.9,872.7123,499.2023,0.7002,875.3224,474.5549,0.1976,870.9149,481.4734,0.7415,871.0781,423.564,0.1116,873.2156,441.0532,0.7478,823.4343,378.8155,0.7598,833.6479,414.3528,0.9963,816.2267,474.9211,0.3068,826.9075,537.9689,0.9935,866.1046,589.6755,0.4759,869.4429,652.3864,0.9792,657.2693,330.2019,0.9675,671.2048,345.9346,0.9951,680.6251,471.113,0.9805,738.8392,517.4207,0.997,652.1878,597.9415,0.9568,709.4054,659.5176,0.987,Non-Falling,64
21.mp4,S2/ADL/21.mp4,50,5.0,867.5211,488.8895,0.6664,875.4026,471.1473,0.1664,866.3535,474.722,0.7247,877.8492,424.9199,0.1035,870.9456,432.6694,0.7655,845.2216,366.8743,0.8266,823.7539,391.1046,0.9971,840.7515,471.3251,0.4002,809.7638,533.6855,0.9958,894.7607,563.729,0.504,848.623,651.2053,0.9813,652.5216,315.6033,0.9725,648.9777,321.8095,0.9959,681.2164,481.9668,0.9696,728.6869,503.6099,0.9955,650.5906,611.3163,0.9073,720.6228,640.3889,0.9718,Non-Falling,64
21.mp4,S2/ADL/21.mp4,51,5.1,864.8249,483.0638,0.6678,869.5404,463.449,0.1681,865.3573,468.2267,0.6355,869.1085,416.5627,0.0948,869.5492,427.7353,0.6203,839.2764,365.9514,0.8769,823.2526,402.5338,0.9958,857.8734,449.7029,0.6782,811.8542,541.9059,0.9952,903.7864,550.0938,0.8261,847.1475,648.4144,0.9899,666.4828,332.2383,0.9871,665.6023,343.4763,0.9968,682.813,474.5855,0.9878,726.597,507.3529,0.997,657.7604,608.8417,0.9583,705.2095,646.235,0.9826,Non-Falling,64
21.mp4,S2/ADL/21.mp4,52,5.2,865.8554,480.2704,0.6501,870.2344,461.5425,0.1347,865.9116,465.6492,0.6878,859.7866,416.9408,0.0611,860.1726,424.7746,0.7074,830.5323,363.2649,0.8156,808.8351,395.1975,0.9944,838.8643,448.2358,0.521,795.4478,532.4408,0.9937,889.6393,546.8444,0.6969,840.3499,639.2982,0.9859,674.2277,338.855,0.9743,667.142,348.1783,0.9946,698.7564,475.5341,0.9746,719.2347,498.5532,0.9945,667.4996,612.5655,0.9308,691.8615,637.1269,0.9728,Non-Falling,64
21.mp4,S2/ADL/21.mp4,53,5.3,863.5985,463.5992,0.8573,873.0168,442.2511,0.4285,859.0728,445.98,0.8261,878.4176,401.412,0.2066,854.2299,409.6535,0.7378,845.2903,366.036,0.9535,810.3461,387.5163,0.9972,861.0561,468.9978,0.8136,803.0046,517.9476,0.9945,899.8614,562.3777,0.8589,827.0401,618.9456,0.9854,665.0726,327.1314,0.9901,650.1603,333.2199,0.9967,681.6528,478.2336,0.9876,720.7172,504.1362,0.9961,647.8448,605.426,0.942,698.9421,643.375,0.971,Non-Falling,64
21.mp4,S2/ADL/21.mp4,54,5.4,871.8237,445.868,0.874,880.9783,423.7751,0.4146,865.9578,429.1639,0.8353,883.2334,383.6377,0.1887,855.7589,395.1659,0.747,851.0302,352.7234,0.9707,808.2667,378.9916,0.9982,872.826,457.6321,0.8941,800.3961,514.6799,0.9968,901.7507,544.2594,0.9246,825.7448,609.838,0.9919,659.1348,323.8054,0.9951,639.2455,331.3482,0.9982,682.7911,478.9556,0.9924,720.9062,505.8917,0.9975,650.5556,608.9884,0.9527,700.9937,646.8151,0.9755,Non-Falling,64
21.mp4,S2/ADL/21.mp4,55,5.5,882.0978,428.248,0.8343,892.1066,407.0299,0.3462,876.4861,411.9026,0.8223,892.7427,369.5081,0.1351,860.2645,378.2374,0.7629,861.231,340.4813,0.9596,803.9288,356.5534,0.9969,869.4338,443.6594,0.8648,784.4321,477.7658,0.995,890.6366,535.7228,0.8899,808.8655,586.3873,0.9871,663.3731,326.9629,0.9926,632.0311,329.7999,0.9972,690.5477,480.7644,0.9871,710.9459,498.809,0.9954,644.1748,617.249,0.9263,688.9631,649.3594,0.9594,Non-Falling,64
21.mp4,S2/ADL/21.mp4,56,5.6,873.7573,396.2897,0.5829,877.3708,376.4266,0.0942,869.9431,381.4576,0.5788,858.5225,340.8216,0.0651,854.0412,350.4456,0.7611,802.0186,327.9774,0.9354,794.8491,339.6237,0.9968,771.9074,449.4622,0.8323,760.0816,452.1493,0.9959,810.7314,556.882,0.8865,781.7263,548.051,0.9916,643.1791,333.0939,0.995,644.9662,341.3203,0.9984,674.1445,467.8518,0.9938,715.9335,505.3295,0.998,649.6342,593.1198,0.9711,696.7615,652.6406,0.9849,Non-Falling,64
21.mp4,S2/ADL/21.mp4,57,5.7,834.1355,335.6182,0.2356,836.0679,315.788,0.033,831.2902,323.5512,0.1956,824.8158,288.762,0.0528,826.42,305.7208,0.4699,784.7885,288.9349,0.8566,773.0923,316.8349,0.9891,740.6241,401.228,0.6997,750.801,439.4116,0.986,759.0401,475.5433,0.7363,778.1365,510.9673,0.9653,638.4406,329.1108,0.9944,634.94,343.5264,0.9979,676.1198,463.2498,0.9954,702.2341,504.0834,0.9983,645.8115,599.6547,0.9828,698.1093,654.04,0.9904,Non-Falling,64
21.mp4,S2/ADL/21.mp4,58,5.8,886.5952,310.9573,0.5438,885.9673,291.7932,0.0807,883.2682,299.554,0.6137,854.0485,263.5359,0.0412,853.9375,278.6316,0.8121,794.5671,262.5583,0.8997,779.8638,290.5653,0.9937,742.3201,369.7012,0.6564,736.3275,406.741,0.9858,761.9961,450.1994,0.6531,763.4369,479.7603,0.9586,632.5192,325.8314,0.9923,627.3505,341.0639,0.9973,675.9344,459.3006,0.9918,697.9587,498.5236,0.997,642.7979,594.6838,0.971,695.0535,647.0364,0.9832,Non-Falling,64
21.mp4,S2/ADL/21.mp4,59,5.9,872.3179,281.0306,0.5319,873.1675,264.6448,0.117,870.686,269.6827,0.5403,852.6145,235.9131,0.0597,852.7709,245.9597,0.6786,801.5068,232.0007,0.8457,783.515,259.2947,0.9812,754.8159,342.5125,0.5125,736.901,393.9016,0.9465,784.7522,427.7648,0.5037,775.0775,457.7063,0.8741,641.4084,308.7814,0.9873,635.5428,321.9644,0.9942,677.2976,462.2198,0.9919,693.0847,494.8939,0.9961,659.8788,609.6428,0.9783,694.9918,642.2897,0.9853,Non-Falling,64
21.mp4,S2/ADL/21.mp4,60,6.0,870.5309,240.4515,0.6209,869.5785,226.0028,0.14,870.1806,229.4939,0.6062,844.8388,203.8553,0.0668,851.8941,210.2578,0.7367,793.893,213.2024,0.8558,777.1034,235.3457,0.9863,750.1766,304.2717,0.4678,720.0638,349.0182,0.9525,774.6697,373.9141,0.4409,760.9603,405.096,0.8767,653.8226,321.0339,0.9823,649.0629,333.3743,0.9932,677.6221,463.3921,0.9827,695.0218,497.3267,0.9927,654.8824,602.689,0.9457,693.4841,644.9015,0.9661,Non-Falling,64
21.mp4,S2/ADL/21.mp4,61,6.1,854.4949,203.2934,0.7138,855.1089,191.9067,0.1102,854.3762,194.0445,0.7478,834.3956,167.5867,0.0324,832.0476,169.8111,0.8525,787.4056,186.3465,0.9104,750.7562,198.8415,0.9977,737.8046,284.7949,0.6825,699.1987,308.0033,0.9962,748.173,339.4982,0.7434,745.3627,349.0256,0.9894,657.8506,329.8479,0.9958,639.2229,340.2324,0.9991,683.9579,462.1326,0.9949,691.3807,498.5729,0.9988,650.7762,599.3856,0.9777,697.6235,653.182,0.9906,Non-Falling,64
21.mp4,S2/ADL/21.mp4,62,6.2,850.3444,161.2398,0.8495,849.8036,148.0734,0.1967,841.5302,150.6183,0.8808,826.5095,137.9581,0.0263,806.5665,142.794,0.9349,780.0029,189.1339,0.9625,730.9515,190.3247,0.997,750.0267,310.7,0.8057,679.1395,313.8139,0.9923,813.8839,333.1036,0.8042,738.3258,349.3241,0.9817,663.1317,334.6089,0.9969,638.5143,342.821,0.9988,683.196,470.4294,0.9968,691.3934,502.1681,0.9987,648.3489,603.2211,0.9852,689.0328,652.1,0.9904,Non-Falling,64
21.mp4,S2/ADL/21.mp4,63,6.3,829.1438,138.1999,0.8517,831.8628,125.8374,0.2685,823.1926,125.1091,0.8845,809.3869,116.8209,0.0606,792.2126,114.2707,0.9295,755.2535,166.7797,0.9478,726.1575,169.9006,0.9971,716.2755,269.6819,0.6721,693.7874,281.2895,0.9898,772.6182,305.2357,0.6498,754.8427,313.6534,0.9694,661.5867,332.8714,0.9949,645.5491,341.4046,0.9983,687.4755,468.9766,0.9931,692.1016,496.1096,0.9976,659.5145,606.0832,0.9715,686.8871,646.6102,0.9846,Non-Falling,64
21.mp4,S2/ADL/21.mp4,64,6.4,815.0217,112.7822,0.906,817.0403,98.5068,0.4187,804.5745,99.2734,0.9416,793.5645,93.6227,0.0696,766.9078,94.6527,0.9443,747.2663,157.22,0.8748,717.6821,158.5463,0.9955,733.559,260.9632,0.3025,703.3468,267.9424,0.9766,776.3,288.0024,0.3021,738.374,314.5917,0.9248,669.8931,334.3273,0.9791,655.1229,340.1466,0.9951,685.7361,469.8884,0.9896,699.4813,492.0573,0.9974,652.8343,608.5273,0.9797,687.3299,648.7912,0.9913,Non-Falling,64
21.mp4,S2/ADL/21.mp4,65,6.5,797.3037,101.4489,0.6001,793.5258,89.2991,0.1029,792.131,89.6389,0.7355,757.6504,86.4274,0.0423,761.0939,86.6241,0.9184,716.2587,145.6538,0.8157,717.785,146.4074,0.9911,705.958,244.0377,0.2624,717.9335,245.0747,0.9677,764.449,260.1985,0.2236,770.9006,259.6411,0.8854,657.897,335.1928,0.986,660.1178,340.3205,0.9964,684.4669,478.4496,0.9898,695.138,491.5949,0.9972,660.9884,621.666,0.977,679.1793,641.5117,0.9897,Non-Falling,64
21.mp4,S2/ADL/21.mp4,66,6.6,774.7171,88.0557,0.64,772.6913,76.13,0.1476,767.3851,75.8319,0.6858,742.4587,76.1976,0.0609,736.3923,75.0902,0.885,707.1349,140.8069,0.9229,698.5235,138.0329,0.9867,706.933,232.2275,0.5953,693.5026,243.8884,0.9466,762.7413,239.7382,0.4847,715.8341,304.6489,0.8617,664.9127,333.4979,0.9926,662.6642,337.3628,0.9962,681.9962,477.1068,0.9933,693.8391,489.1072,0.9964,660.2449,612.2581,0.9794,681.4504,640.549,0.9853,Non-Falling,64
21.mp4,S2/ADL/21.mp4,67,6.7,758.102,78.6639,0.665,755.8087,67.3297,0.1563,750.8439,66.1413,0.713,726.1205,70.4315,0.0595,720.2477,67.4988,0.8902,700.7064,140.1823,0.923,686.7654,131.4501,0.9892,709.0632,232.5311,0.5911,671.4193,246.1396,0.9599,755.9772,221.0774,0.4852,675.706,337.6577,0.8882,670.8706,336.3127,0.9926,665.5127,335.6872,0.9967,683.6569,486.9929,0.9924,691.3352,485.9443,0.9964,667.7943,621.1701,0.9753,676.1568,640.0574,0.9841,Non-Falling,64
21.mp4,S2/ADL/21.mp4,68,6.8,741.616,74.9695,0.5069,736.5405,64.1134,0.0772,737.6868,63.2411,0.6005,699.4457,67.6876,0.0524,711.4281,64.6038,0.9007,674.8364,132.8863,0.8932,684.8042,128.0222,0.9917,697.6301,218.5712,0.4878,709.6763,209.2145,0.9764,758.9221,198.718,0.389,757.2249,194.6935,0.9162,661.9421,332.78,0.9927,669.5292,335.459,0.9977,678.949,482.2236,0.9924,691.6218,488.5205,0.9975,663.7579,623.9337,0.9756,677.8351,638.4829,0.9876,Non-Falling,64
21.mp4,S2/ADL/21.mp4,69,6.9,733.163,73.8813,0.7668,730.4846,63.0296,0.1545,726.4011,61.8951,0.8551,699.1521,66.1827,0.0365,693.3361,62.6594,0.946,676.7095,130.1896,0.8869,663.7044,127.3269,0.9963,696.2746,213.0886,0.4083,694.3818,205.7267,0.9899,737.913,189.7711,0.3735,742.8312,185.9852,0.962,671.4041,327.1128,0.9908,664.3679,331.8642,0.9981,677.2015,477.0004,0.9893,688.6414,490.7124,0.9977,656.7115,615.0015,0.965,681.7044,642.6154,0.9865,Non-Falling,64
21.mp4,S2/ADL/21.mp4,70,7.0,711.4052,74.0948,0.8915,713.1231,63.072,0.4586,701.8442,61.8049,0.8889,693.3952,66.7731,0.1319,671.9782,63.4694,0.9056,675.9729,128.3047,0.9622,661.2503,127.3372,0.9938,719.07,210.2799,0.7288,716.7557,206.0117,0.9747,744.032,155.2563,0.6341,737.9736,144.1469,0.928,668.3264,326.8974,0.9942,659.5818,330.6015,0.9973,672.6615,474.34,0.9933,689.4443,488.6846,0.9969,660.626,614.4746,0.973,677.756,641.1594,0.9827,Non-Falling,64
21.mp4,S2/ADL/21.mp4,71,7.1,705.2227,70.6658,0.554,700.5413,58.1857,0.0838,700.7775,58.9603,0.6819,663.4909,62.5737,0.0565,677.2992,62.8956,0.935,639.3781,128.8706,0.8795,672.0901,130.1044,0.9929,678.2981,205.7645,0.3582,730.5768,200.1436,0.9768,728.2066,160.0564,0.2657,741.9731,153.8606,0.909,643.7,326.8517,0.9888,666.8256,331.4231,0.9972,663.6898,472.6732,0.9901,686.6385,486.3712,0.9975,660.5469,612.183,0.9715,685.614,641.9921,0.9879,Non-Falling,64
21.mp4,S2/ADL/21.mp4,72,7.2,704.0574,64.6105,0.7881,702.638,54.9946,0.1877,696.0031,54.2162,0.7612,679.9406,62.9003,0.0404,661.8598,60.2948,0.8532,681.3792,129.8408,0.97,631.5149,129.987,0.995,725.6252,214.8492,0.8955,669.515,210.5371,0.9915,730.4488,162.5779,0.8692,708.8849,145.6629,0.9808,678.1143,327.0186,0.9975,648.2823,331.4848,0.9987,674.2843,472.7662,0.9948,677.2913,486.0974,0.9974,651.6846,613.8461,0.9642,680.7261,636.746,0.9753,Non-Falling,64
21.mp4,S2/ADL/21.mp4,73,7.3,699.3676,60.0135,0.7161,694.0222,46.917,0.1352,691.3301,49.9612,0.8115,657.8409,54.3647,0.0555,662.454,61.0916,0.9548,632.1602,126.1067,0.9114,663.1502,136.075,0.9946,663.4789,196.4052,0.4648,722.224,203.1716,0.9827,702.2284,150.0168,0.363,724.2156,149.3633,0.9358,636.3866,320.6402,0.9856,658.8159,328.5114,0.9962,654.2977,460.8317,0.9868,681.9299,479.8691,0.9964,651.254,594.6387,0.9591,679.2029,626.1251,0.9815,Non-Falling,64
21.mp4,S2/ADL/21.mp4,74,7.4,688.9338,56.6167,0.8681,689.5305,45.0637,0.3592,676.3053,46.6828,0.8861,669.8107,54.9835,0.0906,645.6129,58.9479,0.9227,657.0123,126.479,0.9253,645.5079,130.8634,0.9943,699.1513,209.9731,0.5778,699.9202,206.0823,0.9823,719.1431,164.8313,0.5205,714.7379,144.0128,0.9435,656.4166,320.9615,0.984,648.3416,325.9516,0.9949,660.1888,460.8024,0.9818,677.7897,474.7604,0.994,653.4377,603.2104,0.9333,663.5115,622.9956,0.9664,Non-Falling,64
21.mp4,S2/ADL/21.mp4,75,7.5,686.5956,54.5027,0.9059,688.711,44.2392,0.525,673.3097,45.2311,0.8782,678.6427,55.9369,0.1164,641.1169,58.7137,0.8328,681.5967,129.3158,0.9583,624.0601,130.2798,0.9909,718.9096,211.9475,0.8166,649.9882,207.4765,0.9746,718.4349,171.5477,0.7767,681.7932,160.5736,0.9461,672.9888,321.1535,0.9909,635.4263,324.3453,0.9949,671.3768,462.934,0.988,663.4187,472.3103,0.9932,652.7346,604.0591,0.9442,651.4395,617.338,0.9599,Non-Falling,64
21.mp4,S2/ADL/21.mp4,76,7.6,683.7321,56.6508,0.9582,686.4683,46.8208,0.6054,668.5023,48.2706,0.9536,679.4878,57.1115,0.0885,634.0321,61.0804,0.9418,685.7201,127.1108,0.9872,612.295,129.7628,0.9977,707.2371,217.9606,0.9257,627.0148,215.1371,0.994,720.4389,178.2074,0.9001,679.6827,149.6913,0.9862,678.0557,321.7355,0.9974,631.5307,326.7854,0.9987,668.8099,466.9646,0.9929,655.7184,478.0086,0.9963,642.6754,606.7697,0.9458,648.5836,613.9633,0.9621,Non-Falling,64
21.mp4,S2/ADL/21.mp4,77,7.7,681.29,60.5479,0.8513,682.071,50.5628,0.3555,669.5027,51.405,0.8301,670.475,57.4964,0.0702,636.8508,59.6363,0.8201,675.0164,126.5585,0.947,609.8968,127.4476,0.9919,703.6843,213.7539,0.8021,627.8802,214.026,0.9831,715.1104,178.5479,0.7704,672.3441,186.3368,0.9623,673.0743,320.413,0.9934,630.3008,324.8014,0.9969,667.3447,461.9609,0.9918,645.571,474.1765,0.9961,640.6586,597.548,0.9642,634.2309,617.8094,0.9769,Non-Falling,64
21.mp4,S2/ADL/21.mp4,78,7.8,675.6074,65.4568,0.9345,677.808,54.2832,0.4877,661.3293,55.5197,0.9425,668.207,59.1598,0.0643,625.1946,62.1786,0.9204,668.2455,127.3744,0.9471,605.2827,129.479,0.9975,699.6981,220.7298,0.7257,635.2928,212.0421,0.9949,713.723,178.1185,0.7214,689.405,156.4171,0.9849,673.0644,324.5513,0.9945,628.9931,330.4947,0.9986,668.1909,467.6802,0.9926,636.7342,485.2079,0.998,646.8262,600.3347,0.9672,612.326,626.1262,0.9857,Non-Falling,64
21.mp4,S2/ADL/21.mp4,79,7.9,673.0391,59.3043,0.9287,674.1542,48.0615,0.4513,658.137,50.4453,0.9363,663.7149,56.3643,0.0561,621.8509,62.1519,0.9221,671.3934,128.4101,0.9543,601.9258,132.2191,0.9977,706.6028,220.8551,0.7683,639.1011,208.8692,0.9955,713.5338,171.277,0.7538,680.4987,139.8383,0.9863,676.8131,323.7441,0.9964,627.2125,329.9539,0.999,673.2101,462.5355,0.9956,627.3553,482.1974,0.9988,649.7144,598.1288,0.98,607.0658,626.3242,0.991,Non-Falling,64
21.mp4,S2/ADL/21.mp4,80,8.0,666.2694,52.1877,0.9263,667.6837,41.0084,0.5811,651.4112,43.051,0.917,659.0328,53.2411,0.1141,619.1633,58.9579,0.873,662.7504,130.6061,0.9506,604.8845,134.4861,0.9941,698.991,216.0165,0.7234,642.7487,213.2417,0.9806,712.5292,174.9071,0.6611,672.744,171.1945,0.9478,669.6548,327.5045,0.9951,627.74,333.5898,0.998,666.3374,466.2922,0.9959,627.3348,486.0179,0.9983,652.6777,596.4117,0.9862,606.9721,627.187,0.9919,Non-Falling,64
21.mp4,S2/ADL/21.mp4,81,8.1,660.7709,51.7311,0.9071,661.2106,39.8904,0.4535,646.0323,42.2326,0.9291,644.8339,53.4381,0.0885,614.4966,59.8915,0.9429,637.0894,128.7216,0.9264,615.4859,137.577,0.9957,672.031,196.5471,0.5275,680.3791,205.9744,0.9846,695.6929,147.2086,0.4425,691.4014,148.0771,0.9436,652.5554,327.5892,0.9927,632.1529,335.0085,0.998,659.4022,465.0899,0.9946,630.3387,485.6018,0.9984,650.9814,598.6627,0.985,605.5477,628.504,0.9932,Non-Falling,64
21.mp4,S2/ADL/21.mp4,82,8.2,658.7144,56.0383,0.95,659.7545,44.0034,0.5107,642.7618,46.773,0.9655,646.5984,56.3814,0.0462,603.0052,62.7689,0.9565,650.2451,128.6889,0.9449,593.8153,139.3034,0.9974,699.9614,195.2781,0.6425,655.6512,205.3296,0.9936,711.0021,150.1378,0.609,680.823,140.8945,0.9799,663.8298,326.666,0.9957,622.4673,335.1836,0.999,664.7935,464.0925,0.9964,618.8848,487.7426,0.9991,655.1718,594.7214,0.9883,604.9729,628.3238,0.995,Non-Falling,64
